Order ID,Date,Brand,Model,Region,Specification,Store Name,Unit Price,Cost per Unit,Quantity,Sales,Profit,Revenue
ORD0668,2021-11-07,Samsung,Galaxy Watch 6,Central,"Military Std, AMOLED",SmartTech,363,338,2,726,50,726
ORD0669,2022-06-03,Amazfit,GTS 4 Mini,North,"AMOLED, EDA Sensor, Military Std",Digital Mall,121,66,7,847,385,847
ORD0670,2023-03-01,Samsung,Galaxy Watch 6,West,Rugged,Gadget Zone,347,311,6,2082,216,2082
ORD0671,2021-10-07,Amazfit,T-Rex 2,West,"EDA Sensor, AMOLED, Health Monitor",Online Mart,247,159,9,2223,792,2223
ORD0672,2024-03-16,Fitbit,Sense 2,North,"GPS, AMOLED, Rugged",Digital Mall,283,222,5,1415,305,1415
ORD0673,2021-09-22,Garmin,Forerunner 955,Central,"GPS + Cellular, Military Std, Bluetooth Only",SmartTech,529,443,1,529,86,529
ORD0674,2024-11-25,Amazfit,GTS 4 Mini,East,Bluetooth Only,Online Mart,109,58,7,763,357,763
ORD0675,2022-08-20,Amazfit,GTR 4,Central,GPS + Cellular,Gadget Zone,228,144,10,2280,840,2280
ORD0676,2023-11-04,Fitbit,Versa 4,Central,Health Monitor,Tech World,228,197,8,1824,248,1824
ORD0677,2024-04-19,Garmin,Instinct 2,Central,GPS + Cellular,iHub,325,267,7,2275,406,2275
ORD0678,2024-01-25,Apple,Watch SE,East,"Bluetooth Only, Rugged",iHub,259,233,3,777,78,777
ORD0679,2020-01-12,Samsung,Galaxy Watch 5,West,"Military Std, GPS + Cellular, EDA Sensor",iHub,327,291,2,654,72,654
ORD0680,2021-07-27,Fitbit,Sense 2,West,Sleep Track,Fit Gear,292,202,2,584,180,584
ORD0681,2020-11-09,Apple,Watch Ultra 2,North,"GPS + Cellular, Sleep Track, GPS",Digital Mall,729,687,8,5832,336,5832
ORD0682,2021-11-30,Garmin,Instinct 2,West,Military Std,Fit Gear,306,258,9,2754,432,2754
ORD0683,2021-11-23,Garmin,Forerunner 955,Central,"AMOLED, Rugged",iHub,501,468,9,4509,297,4509
ORD0684,2020-02-22,Fitbit,Sense 2,West,GPS,SmartTech,285,250,6,1710,210,1710
ORD0685,2024-06-08,Garmin,Instinct 2,South,"Military Std, GPS",Digital Mall,325,275,8,2600,400,2600
ORD0686,2022-07-01,Samsung,Galaxy Watch 6,North,"AMOLED, Health Monitor, Rugged",Online Mart,373,321,6,2238,312,2238
ORD0687,2021-06-14,Amazfit,GTS 4 Mini,West,Rugged,SmartTech,107,17,7,749,630,749
ORD0688,2022-04-08,Samsung,Galaxy Watch 5,Central,Sleep Track,iHub,339,254,10,3390,850,3390
ORD0689,2020-09-08,Fitbit,Charge 6,South,GPS + Cellular,iHub,147,81,6,882,396,882
ORD0690,2021-03-04,Fitbit,Charge 6,East,AMOLED,Fit Gear,135,110,5,675,125,675
ORD0691,2020-02-03,Amazfit,T-Rex 2,South,GPS,Online Mart,230,131,7,1610,693,1610
ORD0692,2020-03-17,Apple,Watch SE,Central,"GPS + Cellular, GPS, AMOLED",Digital Mall,277,244,4,1108,132,1108
ORD0693,2023-12-06,Samsung,Galaxy Watch 6,North,GPS,SmartTech,374,318,2,748,112,748
ORD0694,2023-03-22,Samsung,Galaxy Watch 5,East,"AMOLED, Rugged, Health Monitor",iHub,334,246,3,1002,264,1002
ORD0695,2022-04-05,Samsung,Galaxy Watch 6,South,"Rugged, GPS",Fit Gear,368,313,1,368,55,368
ORD0696,2024-05-22,Garmin,Forerunner 955,Central,"Military Std, GPS",Digital Mall,541,471,2,1082,140,1082
ORD0697,2023-06-04,Fitbit,Charge 6,East,EDA Sensor,Fit Gear,133,75,2,266,116,266
ORD0698,2023-10-22,Fitbit,Sense 2,South,Bluetooth Only,Gadget Zone,264,224,5,1320,200,1320
ORD0699,2022-02-24,Apple,Watch SE,Central,GPS + Cellular,Digital Mall,254,227,8,2032,216,2032
ORD0700,2020-10-28,Samsung,Galaxy Watch 5,North,Health Monitor,Tech World,301,232,4,1204,276,1204
ORD0701,2021-11-08,Amazfit,T-Rex 2,South,"Health Monitor, Military Std, Sleep Track",Fit Gear,237,206,4,948,124,948
ORD0702,2022-08-08,Fitbit,Sense 2,Central,"EDA Sensor, Sleep Track, Health Monitor",Online Mart,257,219,1,257,38,257
ORD0703,2023-08-16,Amazfit,GTR 4,South,"Sleep Track, Bluetooth Only, AMOLED",Fit Gear,185,99,9,1665,774,1665
ORD0704,2021-01-18,Garmin,Venu 2,South,"AMOLED, Health Monitor, Rugged",Online Mart,375,340,7,2625,245,2625
ORD0705,2021-12-25,Amazfit,GTR 4,North,Bluetooth Only,Tech World,188,154,7,1316,238,1316
ORD0706,2022-11-18,Fitbit,Versa 4,North,"AMOLED, Bluetooth Only",Digital Mall,203,121,4,812,328,812
ORD0707,2024-08-13,Apple,Watch Series 9,East,"Sleep Track, GPS, Bluetooth Only",iHub,426,376,4,1704,200,1704
ORD0708,2023-02-20,Samsung,Galaxy Watch 5,East,"Military Std, Bluetooth Only",SmartTech,324,289,8,2592,280,2592
ORD0709,2023-09-28,Apple,Watch Series 9,East,"Military Std, EDA Sensor",Online Mart,435,360,4,1740,300,1740
ORD0710,2020-10-22,Garmin,Instinct 2,Central,"Bluetooth Only, Health Monitor",Tech World,346,290,6,2076,336,2076
ORD0711,2023-03-16,Fitbit,Sense 2,Central,"EDA Sensor, Sleep Track",Online Mart,290,191,7,2030,693,2030
ORD0712,2022-04-23,Garmin,Instinct 2,Central,"Rugged, GPS + Cellular",iHub,349,285,4,1396,256,1396
ORD0713,2024-08-03,Samsung,Galaxy Watch 6,East,Military Std,Tech World,338,274,3,1014,192,1014
ORD0714,2024-08-16,Fitbit,Versa 4,Central,"GPS + Cellular, Rugged, Sleep Track",Fit Gear,206,106,2,412,200,412
ORD0715,2022-03-06,Samsung,Galaxy Watch 5,Central,"Military Std, Bluetooth Only",SmartTech,325,293,6,1950,192,1950
ORD0716,2024-02-16,Amazfit,T-Rex 2,North,"Military Std, EDA Sensor, Bluetooth Only",Tech World,240,174,3,720,198,720
ORD0717,2022-04-07,Apple,Watch Series 9,West,"Military Std, GPS, Rugged",Digital Mall,413,379,6,2478,204,2478
ORD0718,2021-06-16,Fitbit,Charge 6,East,Sleep Track,Online Mart,140,43,10,1400,970,1400
ORD0719,2023-01-09,Apple,Watch Series 8,West,"Military Std, Sleep Track",Tech World,361,291,9,3249,630,3249
ORD0720,2021-11-30,Fitbit,Charge 6,North,"Military Std, Sleep Track, AMOLED",SmartTech,159,79,7,1113,560,1113
ORD0721,2020-10-21,Garmin,Instinct 2,Central,"Rugged, Bluetooth Only, Sleep Track",Online Mart,334,248,10,3340,860,3340
ORD0722,2020-08-24,Amazfit,T-Rex 2,West,Rugged,Digital Mall,240,177,4,960,252,960
ORD0723,2022-09-04,Fitbit,Versa 4,West,"Military Std, GPS, Health Monitor",SmartTech,212,166,1,212,46,212
ORD0724,2021-01-13,Garmin,Venu 2,East,"EDA Sensor, GPS",Gadget Zone,354,274,9,3186,720,3186
ORD0725,2020-11-17,Garmin,Venu 2,Central,"Rugged, Military Std",Tech World,383,350,9,3447,297,3447
ORD0726,2021-07-13,Samsung,Galaxy Watch 5,East,"GPS + Cellular, Military Std",Tech World,336,289,3,1008,141,1008
ORD0727,2022-02-08,Fitbit,Versa 4,West,"EDA Sensor, Rugged, GPS",Fit Gear,205,170,4,820,140,820
ORD0728,2022-07-21,Samsung,Galaxy Watch 5,West,Rugged,SmartTech,331,259,3,993,216,993
ORD0729,2020-10-26,Amazfit,GTS 4 Mini,North,"Sleep Track, Military Std, EDA Sensor",iHub,108,14,7,756,658,756
ORD0730,2022-07-12,Garmin,Venu 2,South,Health Monitor,Gadget Zone,364,324,2,728,80,728
ORD0731,2021-08-02,Amazfit,GTR 4,North,Health Monitor,Gadget Zone,179,142,6,1074,222,1074
ORD0732,2021-12-01,Samsung,Galaxy Watch 6,Central,GPS + Cellular,Fit Gear,357,271,10,3570,860,3570
ORD0733,2024-12-01,Amazfit,GTR 4,North,"Bluetooth Only, Rugged",Fit Gear,218,149,9,1962,621,1962
ORD0734,2022-09-26,Samsung,Galaxy Watch 6,North,AMOLED,Gadget Zone,348,252,9,3132,864,3132
ORD0735,2024-04-09,Garmin,Venu 2,North,"Sleep Track, GPS + Cellular",Tech World,364,278,3,1092,258,1092
ORD0736,2021-01-09,Garmin,Instinct 2,West,"Bluetooth Only, AMOLED",Fit Gear,332,251,1,332,81,332
ORD0737,2022-05-11,Apple,Watch SE,Central,"GPS, GPS + Cellular",iHub,251,210,1,251,41,251
ORD0738,2020-08-24,Samsung,Galaxy Watch 6,North,EDA Sensor,iHub,345,297,1,345,48,345
ORD0739,2020-06-23,Apple,Watch Series 8,West,"GPS, Sleep Track",Fit Gear,351,299,1,351,52,351
ORD0740,2023-12-08,Fitbit,Charge 6,South,Bluetooth Only,iHub,134,70,7,938,448,938
ORD0741,2021-08-24,Apple,Watch SE,West,"Bluetooth Only, GPS + Cellular",Digital Mall,268,236,9,2412,288,2412
ORD0742,2023-09-27,Amazfit,T-Rex 2,South,"GPS, GPS + Cellular, Bluetooth Only",Online Mart,246,192,9,2214,486,2214
ORD0743,2023-08-27,Apple,Watch Ultra 2,Central,"Sleep Track, GPS + Cellular",iHub,718,632,7,5026,602,5026
ORD0744,2023-04-19,Apple,Watch Series 8,East,Rugged,Online Mart,396,326,5,1980,350,1980
ORD0745,2020-09-10,Fitbit,Sense 2,East,Bluetooth Only,Online Mart,274,228,4,1096,184,1096
ORD0746,2021-10-20,Apple,Watch Series 8,West,Health Monitor,iHub,374,349,7,2618,175,2618
ORD0747,2020-07-07,Apple,Watch Ultra 2,South,"Rugged, EDA Sensor, Military Std",SmartTech,771,715,7,5397,392,5397
ORD0748,2024-11-21,Amazfit,GTR 4,East,Military Std,SmartTech,189,137,9,1701,468,1701
ORD0749,2024-09-07,Apple,Watch SE,North,"EDA Sensor, Bluetooth Only",Gadget Zone,262,212,9,2358,450,2358
ORD0750,2022-12-26,Samsung,Galaxy Watch 6,West,"Military Std, Bluetooth Only, GPS",iHub,373,323,7,2611,350,2611
ORD0751,2020-03-31,Samsung,Galaxy Watch 5,North,"GPS, GPS + Cellular, Sleep Track",Gadget Zone,349,276,6,2094,438,2094
ORD0752,2020-12-04,Samsung,Galaxy Watch 6,West,Sleep Track,Fit Gear,349,277,5,1745,360,1745
ORD0753,2024-12-14,Samsung,Galaxy Watch 5,West,Military Std,Gadget Zone,334,313,3,1002,63,1002
ORD0754,2021-02-07,Garmin,Forerunner 955,West,"EDA Sensor, GPS + Cellular",Fit Gear,515,416,8,4120,792,4120
ORD0755,2023-01-20,Samsung,Galaxy Watch 5,North,"EDA Sensor, Health Monitor",SmartTech,324,293,8,2592,248,2592
ORD0756,2024-02-10,Apple,Watch Ultra 2,Central,"GPS, Sleep Track, Health Monitor",Digital Mall,757,728,7,5299,203,5299
ORD0757,2021-11-22,Fitbit,Versa 4,North,Bluetooth Only,iHub,203,148,8,1624,440,1624
ORD0758,2022-09-05,Fitbit,Charge 6,North,"EDA Sensor, Health Monitor",Tech World,157,62,6,942,570,942
ORD0759,2021-01-25,Amazfit,GTS 4 Mini,South,AMOLED,Tech World,125,44,6,750,486,750
ORD0760,2021-04-18,Amazfit,GTR 4,South,"GPS + Cellular, Sleep Track",Digital Mall,210,130,4,840,320,840
ORD0761,2022-11-24,Garmin,Instinct 2,North,"Bluetooth Only, Rugged, Military Std",SmartTech,331,306,9,2979,225,2979
ORD0762,2024-08-10,Samsung,Galaxy Watch 5,West,EDA Sensor,Tech World,322,251,3,966,213,966
ORD0763,2021-03-24,Amazfit,T-Rex 2,East,"GPS + Cellular, Sleep Track",Tech World,201,117,9,1809,756,1809
ORD0764,2020-10-14,Samsung,Galaxy Watch 6,South,"GPS + Cellular, Sleep Track, GPS",Online Mart,369,284,5,1845,425,1845
ORD0765,2023-03-30,Samsung,Galaxy Watch 6,East,"Health Monitor, GPS + Cellular, GPS",Fit Gear,373,322,4,1492,204,1492
ORD0766,2021-03-04,Apple,Watch SE,West,"GPS, Rugged",Fit Gear,262,208,5,1310,270,1310
ORD0767,2021-05-31,Amazfit,GTS 4 Mini,West,Military Std,Tech World,128,60,10,1280,680,1280
ORD0768,2023-06-23,Garmin,Instinct 2,South,"Military Std, Bluetooth Only, EDA Sensor",SmartTech,310,254,7,2170,392,2170
ORD0769,2024-08-10,Apple,Watch Ultra 2,East,Military Std,SmartTech,783,691,3,2349,276,2349
ORD0770,2021-10-04,Garmin,Venu 2,West,"Health Monitor, EDA Sensor, Sleep Track",Digital Mall,366,274,8,2928,736,2928
ORD0771,2024-07-15,Apple,Watch Ultra 2,Central,"EDA Sensor, GPS",SmartTech,716,621,10,7160,950,7160
ORD0772,2023-04-01,Garmin,Venu 2,West,Health Monitor,Fit Gear,357,293,4,1428,256,1428
ORD0773,2020-07-05,Fitbit,Versa 4,West,"Bluetooth Only, GPS, Health Monitor",iHub,218,195,8,1744,184,1744
ORD0774,2021-01-28,Amazfit,T-Rex 2,East,GPS + Cellular,SmartTech,210,152,2,420,116,420
ORD0775,2023-02-19,Fitbit,Charge 6,East,"Sleep Track, GPS + Cellular",Gadget Zone,158,65,5,790,465,790
ORD0776,2022-07-26,Fitbit,Charge 6,East,"AMOLED, GPS, GPS + Cellular",SmartTech,139,107,10,1390,320,1390
ORD0777,2021-08-27,Samsung,Galaxy Watch 6,Central,"Sleep Track, EDA Sensor",iHub,350,261,5,1750,445,1750
ORD0778,2024-09-26,Apple,Watch SE,Central,"Bluetooth Only, Health Monitor",Online Mart,259,220,2,518,78,518
ORD0779,2024-11-11,Garmin,Venu 2,South,"Rugged, Sleep Track, GPS",Tech World,350,252,6,2100,588,2100
ORD0780,2020-05-21,Fitbit,Charge 6,North,"AMOLED, Rugged, Health Monitor",Gadget Zone,149,124,4,596,100,596
ORD0781,2024-03-23,Amazfit,GTR 4,North,"Bluetooth Only, GPS",Gadget Zone,201,129,5,1005,360,1005
ORD0782,2022-12-17,Apple,Watch Series 9,East,Rugged,SmartTech,496,458,2,992,76,992
ORD0783,2024-11-20,Samsung,Galaxy Watch 5,North,"Sleep Track, Rugged",Online Mart,344,248,6,2064,576,2064
ORD0784,2024-03-25,Fitbit,Charge 6,North,Rugged,Tech World,148,70,4,592,312,592
ORD0785,2024-06-21,Samsung,Galaxy Watch 6,North,Military Std,Digital Mall,349,285,10,3490,640,3490
ORD0786,2024-05-28,Fitbit,Sense 2,East,"Bluetooth Only, EDA Sensor",iHub,295,227,5,1475,340,1475
ORD0787,2024-09-25,Fitbit,Versa 4,West,"Military Std, Sleep Track, AMOLED",Fit Gear,203,174,6,1218,174,1218
ORD0788,2020-02-07,Apple,Watch Ultra 2,North,GPS + Cellular,SmartTech,763,674,6,4578,534,4578
ORD0789,2020-02-04,Garmin,Forerunner 955,North,"Health Monitor, Bluetooth Only, Sleep Track",iHub,517,417,3,1551,300,1551
ORD0790,2020-03-20,Amazfit,T-Rex 2,East,Military Std,Tech World,245,188,7,1715,399,1715
ORD0791,2022-08-02,Samsung,Galaxy Watch 5,Central,"Bluetooth Only, Rugged, AMOLED",Digital Mall,344,269,9,3096,675,3096
ORD0792,2020-04-22,Garmin,Forerunner 955,West,"GPS, Rugged",Fit Gear,514,433,2,1028,162,1028
ORD0793,2022-09-27,Fitbit,Versa 4,Central,"AMOLED, Sleep Track, Bluetooth Only",Tech World,221,195,10,2210,260,2210
ORD0794,2021-09-13,Samsung,Galaxy Watch 5,North,GPS + Cellular,SmartTech,325,265,8,2600,480,2600
ORD0795,2022-12-04,Fitbit,Versa 4,North,GPS,Tech World,216,171,3,648,135,648
ORD0796,2022-11-25,Fitbit,Charge 6,East,"AMOLED, Bluetooth Only, Sleep Track",Gadget Zone,147,127,6,882,120,882
ORD0797,2021-11-15,Samsung,Galaxy Watch 5,Central,Military Std,Tech World,302,212,10,3020,900,3020
ORD0798,2022-12-19,Samsung,Galaxy Watch 6,West,"GPS, Bluetooth Only, Sleep Track",Tech World,340,242,9,3060,882,3060
ORD0799,2024-10-08,Apple,Watch Series 9,West,"GPS + Cellular, EDA Sensor",Fit Gear,425,386,9,3825,351,3825
ORD0800,2020-07-19,Fitbit,Sense 2,North,"Health Monitor, Sleep Track, EDA Sensor",Tech World,288,231,5,1440,285,1440
ORD0801,2020-01-07,Samsung,Galaxy Watch 5,East,"Rugged, Military Std, Health Monitor",Fit Gear,307,216,1,307,91,307
ORD0802,2021-09-08,Samsung,Galaxy Watch 6,Central,"GPS + Cellular, Bluetooth Only, AMOLED",Online Mart,362,316,5,1810,230,1810
ORD0803,2023-05-23,Apple,Watch Series 8,North,Bluetooth Only,SmartTech,385,335,7,2695,350,2695
ORD0804,2021-08-27,Apple,Watch SE,South,Bluetooth Only,Gadget Zone,270,188,4,1080,328,1080
ORD0805,2022-07-08,Amazfit,T-Rex 2,West,"Military Std, GPS",Tech World,201,128,8,1608,584,1608
ORD0806,2024-12-02,Amazfit,GTS 4 Mini,West,EDA Sensor,iHub,125,40,1,125,85,125
ORD0807,2021-09-21,Garmin,Venu 2,North,Bluetooth Only,Online Mart,395,301,3,1185,282,1185
ORD0808,2022-12-01,Fitbit,Versa 4,West,EDA Sensor,Digital Mall,216,170,10,2160,460,2160
ORD0809,2023-07-11,Samsung,Galaxy Watch 6,West,"Health Monitor, Bluetooth Only",iHub,336,237,7,2352,693,2352
ORD0810,2022-10-16,Apple,Watch Series 8,Central,"AMOLED, Rugged, GPS",Digital Mall,363,286,2,726,154,726
ORD0811,2020-05-08,Apple,Watch Ultra 2,East,Bluetooth Only,Fit Gear,779,741,4,3116,152,3116
ORD0812,2022-08-02,Amazfit,GTR 4,West,EDA Sensor,Tech World,220,173,1,220,47,220
ORD0813,2020-08-05,Fitbit,Charge 6,West,"GPS, AMOLED, Military Std",SmartTech,152,65,4,608,348,608
ORD0814,2021-08-25,Samsung,Galaxy Watch 6,Central,"Health Monitor, GPS + Cellular, Bluetooth Only",Fit Gear,368,303,2,736,130,736
ORD0815,2023-07-01,Apple,Watch Series 9,West,"Rugged, EDA Sensor",SmartTech,457,393,9,4113,576,4113
ORD0816,2024-06-07,Fitbit,Versa 4,North,"GPS, Military Std, GPS + Cellular",SmartTech,211,178,6,1266,198,1266
ORD0817,2023-01-06,Samsung,Galaxy Watch 5,Central,"GPS + Cellular, GPS",SmartTech,330,282,6,1980,288,1980
ORD0818,2020-03-19,Amazfit,GTR 4,East,Military Std,SmartTech,226,174,2,452,104,452
ORD0819,2024-08-06,Fitbit,Charge 6,South,"GPS, Military Std",Tech World,139,74,3,417,195,417
ORD0820,2020-09-06,Apple,Watch SE,South,"Military Std, Bluetooth Only, GPS + Cellular",Tech World,263,211,7,1841,364,1841
ORD0821,2023-06-19,Amazfit,T-Rex 2,West,"EDA Sensor, Bluetooth Only, GPS",Digital Mall,222,126,8,1776,768,1776
ORD0822,2022-11-04,Apple,Watch Series 8,South,"AMOLED, Health Monitor",iHub,396,303,5,1980,465,1980
ORD0823,2023-03-16,Apple,Watch Series 9,East,"EDA Sensor, Bluetooth Only",iHub,413,382,10,4130,310,4130
ORD0824,2024-02-15,Amazfit,GTR 4,South,Rugged,Gadget Zone,188,104,7,1316,588,1316
ORD0825,2021-07-24,Garmin,Instinct 2,South,Bluetooth Only,Tech World,335,260,5,1675,375,1675
ORD0826,2020-08-10,Samsung,Galaxy Watch 6,East,Bluetooth Only,Digital Mall,329,283,7,2303,322,2303
ORD0827,2023-04-26,Apple,Watch Series 9,Central,Health Monitor,Fit Gear,470,414,8,3760,448,3760
ORD0828,2020-02-17,Fitbit,Charge 6,South,"GPS, Health Monitor",Digital Mall,133,93,10,1330,400,1330
ORD0829,2022-10-12,Fitbit,Sense 2,West,"Rugged, Health Monitor",Tech World,265,188,2,530,154,530
ORD0830,2020-11-10,Samsung,Galaxy Watch 6,North,Rugged,Digital Mall,347,248,7,2429,693,2429
ORD0831,2020-11-23,Samsung,Galaxy Watch 5,South,"Bluetooth Only, EDA Sensor",iHub,316,258,7,2212,406,2212
ORD0832,2021-01-05,Garmin,Venu 2,West,GPS,Digital Mall,387,364,7,2709,161,2709
ORD0833,2024-02-14,Amazfit,GTR 4,South,Military Std,iHub,218,161,9,1962,513,1962
ORD0834,2021-07-24,Amazfit,GTS 4 Mini,North,"EDA Sensor, GPS + Cellular, Health Monitor",SmartTech,120,62,4,480,232,480
ORD0835,2021-12-19,Amazfit,GTR 4,South,Rugged,Digital Mall,213,120,8,1704,744,1704
ORD0836,2021-04-29,Apple,Watch Series 8,North,GPS,iHub,392,344,10,3920,480,3920
ORD0837,2021-12-15,Garmin,Venu 2,East,"EDA Sensor, Rugged, Sleep Track",iHub,377,331,9,3393,414,3393
ORD0838,2021-04-03,Amazfit,T-Rex 2,South,"EDA Sensor, GPS + Cellular",Tech World,246,224,2,492,44,492
ORD0839,2021-12-08,Fitbit,Versa 4,Central,"AMOLED, Military Std, Health Monitor",iHub,228,203,8,1824,200,1824
ORD0840,2021-12-03,Fitbit,Sense 2,South,Health Monitor,Fit Gear,298,253,1,298,45,298
ORD0841,2020-04-14,Samsung,Galaxy Watch 6,North,"Health Monitor, Sleep Track, Military Std",Fit Gear,362,299,2,724,126,724
ORD0842,2023-12-07,Amazfit,GTR 4,West,"GPS, Sleep Track",iHub,207,118,3,621,267,621
ORD0843,2021-07-14,Apple,Watch Series 8,West,"Military Std, Rugged",SmartTech,398,318,6,2388,480,2388
ORD0844,2021-07-10,Fitbit,Sense 2,Central,"Bluetooth Only, Health Monitor",iHub,282,241,7,1974,287,1974
ORD0845,2020-10-25,Garmin,Forerunner 955,East,"AMOLED, EDA Sensor",Online Mart,548,457,4,2192,364,2192
ORD0846,2021-12-19,Apple,Watch SE,East,"Sleep Track, Bluetooth Only, AMOLED",SmartTech,272,248,6,1632,144,1632
ORD0847,2023-02-20,Samsung,Galaxy Watch 5,West,"Health Monitor, Bluetooth Only",Fit Gear,348,325,4,1392,92,1392
ORD0848,2022-02-22,Apple,Watch Ultra 2,South,"Health Monitor, Sleep Track",Gadget Zone,773,700,6,4638,438,4638
ORD0849,2024-11-09,Fitbit,Sense 2,South,Health Monitor,iHub,265,243,7,1855,154,1855
ORD0850,2021-09-30,Amazfit,GTR 4,North,"EDA Sensor, Military Std, Bluetooth Only",Gadget Zone,196,163,2,392,66,392
ORD0851,2024-01-21,Apple,Watch Series 9,West,Rugged,Fit Gear,496,443,4,1984,212,1984
ORD0852,2023-05-09,Garmin,Venu 2,East,"Sleep Track, Rugged, AMOLED",Gadget Zone,351,300,4,1404,204,1404
ORD0853,2023-03-13,Garmin,Instinct 2,Central,"EDA Sensor, Military Std, AMOLED",Online Mart,324,231,7,2268,651,2268
ORD0854,2022-09-06,Apple,Watch Ultra 2,East,"AMOLED, Bluetooth Only",Fit Gear,707,642,2,1414,130,1414
ORD0855,2023-12-25,Garmin,Instinct 2,West,"Rugged, GPS + Cellular",Tech World,340,317,3,1020,69,1020
ORD0856,2024-05-05,Apple,Watch SE,East,"GPS, EDA Sensor",Tech World,255,189,5,1275,330,1275
ORD0857,2021-08-15,Fitbit,Charge 6,West,"AMOLED, Health Monitor, EDA Sensor",Digital Mall,145,61,4,580,336,580
ORD0858,2022-12-21,Fitbit,Charge 6,West,Sleep Track,SmartTech,140,107,3,420,99,420
ORD0859,2021-05-13,Samsung,Galaxy Watch 5,Central,GPS,SmartTech,343,266,5,1715,385,1715
ORD0860,2024-05-25,Garmin,Instinct 2,Central,"GPS, Sleep Track, EDA Sensor",iHub,333,249,7,2331,588,2331
ORD0861,2022-04-04,Garmin,Instinct 2,West,"AMOLED, Health Monitor, Sleep Track",Online Mart,345,271,5,1725,370,1725
ORD0862,2022-03-05,Apple,Watch Series 8,Central,Sleep Track,iHub,366,299,9,3294,603,3294
ORD0863,2021-01-06,Samsung,Galaxy Watch 6,West,"Rugged, Sleep Track",Tech World,330,310,8,2640,160,2640
ORD0864,2020-03-20,Fitbit,Charge 6,Central,"GPS, GPS + Cellular, Health Monitor",Digital Mall,158,114,3,474,132,474
ORD0865,2023-07-13,Fitbit,Sense 2,South,"Bluetooth Only, EDA Sensor",iHub,249,211,6,1494,228,1494
ORD0866,2020-03-27,Samsung,Galaxy Watch 5,South,Sleep Track,Digital Mall,328,285,7,2296,301,2296
ORD0867,2022-07-26,Amazfit,T-Rex 2,Central,"GPS, AMOLED, Bluetooth Only",Tech World,205,136,2,410,138,410
ORD0868,2024-06-07,Garmin,Venu 2,East,Rugged,Digital Mall,393,316,3,1179,231,1179
ORD0869,2024-05-22,Samsung,Galaxy Watch 5,West,"Bluetooth Only, Health Monitor",SmartTech,302,256,5,1510,230,1510
ORD0870,2020-01-02,Apple,Watch Ultra 2,Central,EDA Sensor,Digital Mall,735,635,6,4410,600,4410
ORD0871,2021-10-27,Amazfit,T-Rex 2,West,Bluetooth Only,Online Mart,219,120,3,657,297,657
ORD0872,2021-08-16,Samsung,Galaxy Watch 5,West,"GPS + Cellular, Rugged",Digital Mall,318,256,2,636,124,636
ORD0873,2020-03-08,Samsung,Galaxy Watch 6,Central,Health Monitor,Fit Gear,329,274,4,1316,220,1316
ORD0874,2020-05-28,Amazfit,GTR 4,North,"Bluetooth Only, EDA Sensor, Health Monitor",Online Mart,215,161,8,1720,432,1720
ORD0875,2021-08-19,Samsung,Galaxy Watch 6,West,Sleep Track,SmartTech,337,280,4,1348,228,1348
ORD0876,2023-01-18,Fitbit,Versa 4,Central,"Military Std, Sleep Track, Bluetooth Only",iHub,224,183,2,448,82,448
ORD0877,2020-12-15,Amazfit,T-Rex 2,East,"GPS, Bluetooth Only, Sleep Track",iHub,217,130,9,1953,783,1953
ORD0878,2024-09-08,Amazfit,T-Rex 2,South,Rugged,iHub,228,200,10,2280,280,2280
ORD0879,2024-01-03,Garmin,Forerunner 955,Central,"GPS + Cellular, EDA Sensor",Digital Mall,504,425,1,504,79,504
ORD0880,2023-04-13,Fitbit,Versa 4,North,Sleep Track,iHub,203,114,3,609,267,609
ORD0881,2020-05-01,Fitbit,Sense 2,Central,EDA Sensor,Gadget Zone,273,222,2,546,102,546
ORD0882,2023-12-26,Apple,Watch Series 8,East,"EDA Sensor, Health Monitor",Tech World,377,299,8,3016,624,3016
ORD0883,2020-09-21,Apple,Watch Series 9,West,AMOLED,Online Mart,493,416,4,1972,308,1972
ORD0884,2022-11-11,Samsung,Galaxy Watch 5,South,"GPS, EDA Sensor, Sleep Track",Tech World,340,254,1,340,86,340
ORD0885,2022-10-13,Amazfit,T-Rex 2,North,"GPS + Cellular, Bluetooth Only, Military Std",Digital Mall,223,154,6,1338,414,1338
ORD0886,2020-06-01,Amazfit,GTR 4,North,"GPS + Cellular, AMOLED",Fit Gear,221,122,4,884,396,884
ORD0887,2021-12-20,Garmin,Instinct 2,Central,Military Std,Fit Gear,303,212,8,2424,728,2424
ORD0888,2021-03-18,Fitbit,Versa 4,East,"GPS, AMOLED, Bluetooth Only",iHub,222,136,8,1776,688,1776
ORD0889,2020-11-14,Amazfit,GTS 4 Mini,South,"EDA Sensor, GPS + Cellular, Rugged",Online Mart,117,76,1,117,41,117
ORD0890,2024-12-06,Amazfit,GTS 4 Mini,Central,"Rugged, GPS, GPS + Cellular",iHub,104,62,7,728,294,728
ORD0891,2021-02-17,Garmin,Instinct 2,East,EDA Sensor,Digital Mall,330,257,10,3300,730,3300
ORD0892,2022-04-11,Samsung,Galaxy Watch 6,West,"Health Monitor, GPS",Tech World,345,255,9,3105,810,3105
ORD0893,2023-07-31,Amazfit,GTS 4 Mini,North,"Rugged, Bluetooth Only",SmartTech,116,33,1,116,83,116
ORD0894,2024-03-20,Fitbit,Sense 2,West,AMOLED,SmartTech,298,257,1,298,41,298
